file,1000,2000,3000,5000,10000
matrixmult_opt.c,0.0705,0.4718,1.5507,7.0844,55.606
matrixmult_opt_NOALIGN.c,0.0833,0.6837,2.2928,10.4693,82.3099
matrixmult_library.c,0.1607,0.7769,2.4482,10.5634,83.0938
