compiler,O3_lm_march=native_DALIGNED_DNOFUNCCALL_ipo,O3_lm_xHost_DALIGNED_DNOFUNCCALL_ipo,lm_fast_DALIGNED_DNOFUNCCALL
icx,376.0476,150.7447,157.0448
